Order Code,Out Order Code,Waybill No.,Package number,Order Type,Payment Type,Name of courier company,Platform,Order Subtype,Store,Invoice,invoiceTitle,tax invoice content,System Shortage,Appointment Delivery,Order Creation Time,Order Time,Payment time,WMS receiving time,cancelled time,Owner code,Owner name,Order Status,Picking Type,Province,City,District,outbound time,Expected outbound time,Expected # Items,Number of items shipped,Expected # SKU,total number of order package,order package outbound quantity,weight,distribute,LP code,Unified packing material,Recommend packaging material,transaction number,Priority Delivery (G)
SO131441,OO131441,Waybill8108,PN20330,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/8/2024 21:26,,,8/8/2024 21:26,,12345678,Seller A,shipped,,****,****,****,8/9/2024 16:43,8/11/2024 0:59,1,1,1,1,1,400,no,WH00000,no,,TXN009270,no
SO131442,OO131442,Waybill8109,PN20331,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/8/2024 21:25,,,8/8/2024 21:25,,12345678,Seller A,shipped,,****,****,****,8/9/2024 15:28,8/11/2024 0:59,1,1,1,1,1,1100,no,WH00000,no,,TXN000812,no
SO131443,OO131443,Waybill8110,PN20332,multiple SKU & single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/8/2024 21:23,,,8/8/2024 21:23,,12345678,Seller A,shipped,,****,****,****,8/9/2024 12:34,8/11/2024 0:59,2,2,2,1,1,1100,no,WH00000,no,,TXN000787,no
SO131444,OO131444,Waybill8111,PN20333,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/8/2024 21:21,,,8/8/2024 21:21,,12345678,Seller A,intercepted,,****,****,****,8/9/2024 16:08,8/11/2024 0:59,1,1,1,1,1,1100,no,WH00000,no,,TXN000768,no
SO131445,OO131445,Waybill8112,PN20334,multiple SKU & single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/5/2024 17:11,,,8/5/2024 17:11,,12345678,Seller A,shipped,,****,****,****,8/6/2024 13:08,8/7/2024 0:59,3,3,3,1,1,1200,no,WH00000,no,,TXN000777,no
SO131446,OO131446,Waybill8113,PN20335,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/5/2024 17:04,,,8/5/2024 17:04,,12345678,Seller A,shipped,,****,****,****,8/6/2024 13:28,8/7/2024 0:59,1,1,1,1,1,850,no,WH00000,no,,TXN000776,no
SO131447,OO131447,Waybill8114,PN20336,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/5/2024 16:59,,,8/5/2024 16:59,,12345678,Seller A,shipped,,****,****,****,8/6/2024 15:53,8/7/2024 0:59,1,1,1,1,1,500,no,WH00000,no,,TXN009097,no
SO131448,OO131448,Waybill8115,PN20337,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/5/2024 16:54,,,8/5/2024 16:54,,12345678,Seller A,shipped,,****,****,****,8/6/2024 14:47,8/7/2024 0:59,1,1,1,1,1,600,no,WH00000,no,,TXN009095,no
SO131449,OO131449,Waybill8116,PN20338,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/5/2024 16:51,,,8/5/2024 16:51,,12345678,Seller A,shipped,,****,****,****,8/6/2024 13:08,8/7/2024 0:59,1,1,1,1,1,1100,no,WH00000,no,,TXN009087,no
SO131450,OO131450,Waybill8117,PN20339,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/5/2024 16:46,,,8/5/2024 16:46,,12345678,Seller A,shipped,,****,****,****,8/6/2024 13:04,8/7/2024 0:59,1,1,1,1,1,1100,no,WH00000,no,,TXN009074,no
SO131451,OO131451,Waybill8118,PN20340,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/8/2024 21:20,,,8/8/2024 21:20,,12345678,Seller A,shipped,,****,****,****,8/9/2024 17:00,8/11/2024 0:59,1,1,1,1,1,1100,no,WH00000,no,,TXN009069,no
SO131452,OO131452,Waybill8119,PN20341,multiple SKU & single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/8/2024 21:20,,,8/8/2024 21:20,,12345678,Seller A,shipped,,****,****,****,8/9/2024 12:29,8/11/2024 0:59,2,2,2,1,1,1100,no,WH00000,no,,TXN009066,no
SO131453,OO131453,Waybill8120,PN20342,multiple SKU & single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/8/2024 21:19,,,8/8/2024 21:19,,12345678,Seller A,shipped,,****,****,****,8/9/2024 15:29,8/11/2024 0:59,2,2,2,1,1,850,no,WH00000,no,,TXN009062,no
SO131454,OO131454,Waybill8121,PN20343,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/8/2024 21:19,,,8/8/2024 21:19,,12345678,Seller A,shipped,,****,****,****,8/9/2024 16:09,8/11/2024 0:59,1,1,1,1,1,1100,no,WH00000,no,,TXN009051,no
SO131455,OO131455,Waybill8122,PN20344,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/8/2024 21:18,,,8/8/2024 21:18,,12345678,Seller A,shipped,,****,****,****,8/9/2024 16:10,8/11/2024 0:59,1,1,1,1,1,600,no,WH00000,no,,TXN009038,no
SO131456,OO131456,Waybill8123,PN20345,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/8/2024 21:18,,,8/8/2024 21:18,,12345678,Seller A,shipped,,****,****,****,8/9/2024 12:33,8/11/2024 0:59,1,1,1,1,1,800,no,WH00000,no,,TXN009026,no
SO131457,OO131457,Waybill8124,PN20346,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/8/2024 21:17,,,8/8/2024 21:17,,12345678,Seller A,shipped,,****,****,****,8/9/2024 15:10,8/11/2024 0:59,1,1,1,1,1,900,no,WH00000,no,,TXN009023,no
SO131458,OO131458,Waybill8125,PN20347,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/8/2024 21:16,,,8/8/2024 21:16,,12345678,Seller A,Preprocessing Completed,,****,****,****,8/9/2024 15:18,8/11/2024 0:59,1,1,1,1,1,850,no,WH00000,no,,TXN013804,no
SO131459,OO131459,Waybill8126,PN20348,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/8/2024 21:15,,,8/8/2024 21:15,,12345678,Seller A,shipped,,****,****,****,8/9/2024 15:33,8/11/2024 0:59,1,1,1,1,1,1100,no,WH00000,no,,TXN009258,no
SO131460,OO131460,Waybill8127,PN20349,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/8/2024 21:12,,,8/8/2024 21:12,,12345678,Seller A,shipped,,****,****,****,8/9/2024 18:22,8/11/2024 0:59,1,1,1,1,1,600,no,WH00000,no,,TXN009256,no
SO131461,OO131461,Waybill8128,PN20350,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/11/2024 2:14,,,8/11/2024 2:14,,12345678,Seller A,shipped,,****,****,****,,8/13/2024 0:59,1,0,1,1,0,,no,WH00000,no,,TXN009252,no
SO131462,OO131462,Waybill8129,PN20351,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/11/2024 2:00,,,8/11/2024 2:00,,12345678,Seller A,shipped,,****,****,****,,8/13/2024 0:59,1,0,1,1,0,,no,WH00000,no,,TXN000821,no
SO131463,OO131463,Waybill8130,PN20352,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/8/2024 21:24,,,8/8/2024 21:24,,12345678,Seller A,shipped,,****,****,****,8/9/2024 15:29,8/11/2024 0:59,1,1,1,1,1,1100,no,WH00000,no,,TXN000784,no
SO131464,OO131464,Waybill8131,PN20353,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/8/2024 21:21,,,8/8/2024 21:21,,12345678,Seller A,shipped,,****,****,****,8/9/2024 15:38,8/11/2024 0:59,1,1,1,1,1,350,no,WH00000,no,,TXN009025,no
SO131465,OO131465,Waybill8132,PN20354,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/8/2024 21:19,,,8/8/2024 21:19,,12345678,Seller A,shipped,,****,****,****,8/9/2024 17:05,8/11/2024 0:59,1,1,1,1,1,600,no,WH00000,no,,TXN009021,no
SO131466,OO131466,Waybill8133,PN20355,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/8/2024 21:16,,,8/8/2024 21:16,,12345678,Seller A,shipped,,****,****,****,8/9/2024 17:04,8/11/2024 0:59,1,1,1,1,1,350,no,WH00000,no,,TXN009020,no
SO131467,OO131467,Waybill8134,PN20356,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/8/2024 21:16,,,8/8/2024 21:16,,12345678,Seller A,shipped,,****,****,****,8/9/2024 14:44,8/11/2024 0:59,1,1,1,1,1,600,no,WH00000,no,,TXN008996,no
SO131468,OO131468,Waybill8135,PN20357,multiple SKU multiple items,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/5/2024 16:58,,,8/5/2024 16:58,,12345678,Seller A,shipped,,****,****,****,8/6/2024 13:25,8/7/2024 0:59,5,5,4,1,1,2500,no,WH00000,no,,TXN008993,no
SO131469,OO131469,Waybill8136,PN20358,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/5/2024 16:56,,,8/5/2024 16:56,,12345678,Seller A,shipped,,****,****,****,8/6/2024 16:59,8/7/2024 0:59,1,1,1,1,1,600,no,WH00000,no,,TXN009267,no
SO131470,OO131470,Waybill8137,PN20359,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/5/2024 16:53,,,8/5/2024 16:53,,12345678,Seller A,shipped,,****,****,****,8/6/2024 13:29,8/7/2024 0:59,1,1,1,1,1,800,no,WH00000,no,,TXN009251,no
SO131471,OO131471,Waybill8138,PN20360,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/5/2024 16:49,,,8/5/2024 16:49,,12345678,Seller A,shipped,,****,****,****,8/6/2024 14:29,8/7/2024 0:59,1,1,1,1,1,600,no,WH00000,no,,TXN000805,no
SO131472,OO131472,Waybill8139,PN20361,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/5/2024 16:44,,,8/5/2024 16:44,,12345678,Seller A,shipped,,****,****,****,8/6/2024 15:51,8/7/2024 0:59,1,1,1,1,1,450,no,WH00000,no,,TXN000799,no
SO131473,OO131473,Waybill8140,PN20362,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/5/2024 16:36,,,8/5/2024 16:36,,12345678,Seller A,shipped,,****,****,****,8/6/2024 13:58,8/7/2024 0:59,1,1,1,1,1,500,no,WH00000,no,,TXN000795,no
SO131474,OO131474,Waybill8141,PN20363,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/5/2024 16:34,,,8/5/2024 16:34,,12345678,Seller A,shipped,,****,****,****,8/6/2024 16:44,8/7/2024 0:59,1,1,1,1,1,1100,no,WH00000,no,,TXN000792,no
SO131475,OO131475,Waybill8142,PN20364,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/8/2024 21:03,,,8/8/2024 21:03,,12345678,Seller A,shipped,,****,****,****,8/9/2024 15:20,8/11/2024 0:59,1,1,1,1,1,1100,no,WH00000,no,,TXN000786,no
SO131476,OO131476,Waybill8143,PN20365,multiple SKU & single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/8/2024 21:02,,,8/8/2024 21:02,,12345678,Seller A,shipped,,****,****,****,8/9/2024 12:18,8/11/2024 0:59,2,2,2,1,1,650,no,WH00000,no,,TXN000781,no
SO131477,OO131477,Waybill8144,PN20366,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/8/2024 21:00,,,8/8/2024 21:00,,12345678,Seller A,shipped,,****,****,****,8/9/2024 15:41,8/11/2024 0:59,1,1,1,1,1,1100,no,WH00000,no,,TXN000779,no
SO131478,OO131478,Waybill8145,PN20367,multiple SKU & single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/8/2024 20:59,,,8/8/2024 20:59,,12345678,Seller A,shipped,,****,****,****,8/9/2024 15:44,8/11/2024 0:59,3,3,3,1,1,1550,no,WH00000,no,,TXN009012,no
SO131479,OO131479,Waybill8146,PN20368,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/8/2024 20:59,,,8/8/2024 20:59,,12345678,Seller A,shipped,,****,****,****,8/9/2024 12:05,8/11/2024 0:59,1,1,1,1,1,600,no,WH00000,no,,TXN008994,no
SO131480,OO131480,Waybill8147,PN20369,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/8/2024 20:58,,,8/8/2024 20:58,,12345678,Seller A,shipped,,****,****,****,8/9/2024 12:04,8/11/2024 0:59,1,1,1,1,1,1100,no,WH00000,no,,TXN008969,no
SO131481,OO131481,Waybill8148,PN20370,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/8/2024 20:58,,,8/8/2024 20:58,,12345678,Seller A,shipped,,****,****,****,8/9/2024 12:28,8/11/2024 0:59,1,1,1,1,1,800,no,WH00000,no,,TXN008967,no
SO131482,OO131482,Waybill8149,PN20371,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/8/2024 20:57,,,8/8/2024 20:57,,12345678,Seller A,Preprocessing Completed,,****,****,****,8/9/2024 12:29,8/11/2024 0:59,1,1,1,1,1,1100,no,WH00000,no,,TXN013770,no
SO131483,OO131483,Waybill8150,PN20372,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/8/2024 20:57,,,8/8/2024 20:57,,12345678,Seller A,Preprocessing Completed,,****,****,****,8/9/2024 15:24,8/11/2024 0:59,1,1,1,1,1,1100,no,WH00000,no,,TXN013763,no
SO131484,OO131484,Waybill8151,PN20373,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/11/2024 1:40,,,8/11/2024 1:40,,12345678,Seller A,shipped,,****,****,****,,8/13/2024 0:59,1,0,1,1,0,,no,WH00000,no,,TXN009240,no
SO131485,OO131485,Waybill8152,PN20374,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/11/2024 1:34,,,8/11/2024 1:34,,12345678,Seller A,shipped,,****,****,****,,8/13/2024 0:59,1,0,1,1,0,,no,WH00000,no,,TXN009238,no
SO131486,OO131486,Waybill8153,PN20375,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/8/2024 21:18,,,8/8/2024 21:18,,12345678,Seller A,shipped,,****,****,****,8/9/2024 15:37,8/11/2024 0:59,1,1,1,1,1,1100,no,WH00000,no,,TXN009223,no
SO131487,OO131487,Waybill8154,PN20376,multiple SKU & single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/8/2024 21:18,,,8/8/2024 21:18,,12345678,Seller A,shipped,,****,****,****,8/9/2024 15:10,8/11/2024 0:59,2,2,2,1,1,1150,no,WH00000,no,,TXN009195,no
SO131488,OO131488,Waybill8155,PN20377,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/8/2024 21:17,,,8/8/2024 21:17,,12345678,Seller A,shipped,,****,****,****,8/9/2024 15:32,8/11/2024 0:59,1,1,1,1,1,600,no,WH00000,no,,TXN009189,no
SO131489,OO131489,Waybill8156,PN20378,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/8/2024 21:17,,,8/8/2024 21:17,,12345678,Seller A,shipped,,****,****,****,8/9/2024 15:18,8/11/2024 0:59,1,1,1,1,1,1100,no,WH00000,no,,TXN009176,no
SO131490,OO131490,Waybill8157,PN20379,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/8/2024 21:15,,,8/8/2024 21:15,,12345678,Seller A,shipped,,****,****,****,8/9/2024 17:00,8/11/2024 0:59,1,1,1,1,1,1100,no,WH00000,no,,TXN009178,no
SO131491,OO131491,Waybill8158,PN20380,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/5/2024 16:54,,,8/5/2024 16:54,,12345678,Seller A,shipped,,****,****,****,8/6/2024 13:57,8/7/2024 0:59,1,1,1,1,1,600,no,WH00000,no,,TXN009167,no
SO131492,OO131492,Waybill8159,PN20381,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/5/2024 16:49,,,8/5/2024 16:49,,12345678,Seller A,shipped,,****,****,****,8/6/2024 16:45,8/7/2024 0:59,1,1,1,1,1,800,no,WH00000,no,,TXN009169,no
SO131493,OO131493,Waybill8160,PN20382,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/5/2024 16:49,,,8/5/2024 16:49,,12345678,Seller A,shipped,,****,****,****,8/6/2024 13:29,8/7/2024 0:59,1,1,1,1,1,800,no,WH00000,no,,TXN009163,no
SO131494,OO131494,Waybill8161,PN20383,multiple SKU & single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/5/2024 16:42,,,8/5/2024 16:42,,12345678,Seller A,shipped,,****,****,****,8/6/2024 13:25,8/7/2024 0:59,2,2,2,1,1,1500,no,WH00000,no,,TXN009154,no
SO131495,OO131495,Waybill8162,PN20384,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/5/2024 16:38,,,8/5/2024 16:38,,12345678,Seller A,shipped,,****,****,****,8/6/2024 13:28,8/7/2024 0:59,1,1,1,1,1,1100,no,WH00000,no,,TXN009149,no
SO131496,OO131496,Waybill8163,PN20385,multiple SKU & single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/5/2024 16:32,,,8/5/2024 16:32,,12345678,Seller A,shipped,,****,****,****,8/6/2024 13:55,8/7/2024 0:59,2,2,2,1,1,1100,no,WH00000,no,,TXN000800,no
SO131497,OO131497,Waybill8164,PN20386,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/8/2024 21:02,,,8/8/2024 21:02,,12345678,Seller A,shipped,,****,****,****,8/9/2024 15:18,8/11/2024 0:59,1,1,1,1,1,1100,no,WH00000,no,,TXN000778,no
SO131498,OO131498,Waybill8165,PN20387,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/8/2024 21:00,,,8/8/2024 21:00,,12345678,Seller A,shipped,,****,****,****,8/9/2024 12:27,8/11/2024 0:59,1,1,1,1,1,500,no,WH00000,no,,TXN000773,no
SO131499,OO131499,Waybill8166,PN20388,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/8/2024 20:58,,,8/8/2024 20:58,,12345678,Seller A,shipped,,****,****,****,8/9/2024 15:11,8/11/2024 0:59,1,1,1,1,1,850,no,WH00000,no,,TXN000766,no
SO131500,OO131500,Waybill8167,PN20389,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/8/2024 20:57,,,8/8/2024 20:57,,12345678,Seller A,shipped,,****,****,****,8/9/2024 15:47,8/11/2024 0:59,1,1,1,1,1,350,no,WH00000,no,,TXN000764,no
SO131501,OO131501,Waybill8168,PN20390,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/8/2024 20:56,,,8/8/2024 20:56,,12345678,Seller A,shipped,,****,****,****,8/9/2024 15:21,8/11/2024 0:59,1,1,1,1,1,1100,no,WH00000,no,,TXN008984,no
SO131502,OO131502,Waybill8169,PN20391,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/8/2024 20:54,,,8/8/2024 20:54,,12345678,Seller A,shipped,,****,****,****,8/9/2024 12:28,8/11/2024 0:59,1,1,1,1,1,1100,no,WH00000,no,,TXN008981,no
SO131503,OO131503,Waybill8170,PN20392,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/11/2024 1:08,,,8/11/2024 1:08,,12345678,Seller A,shipped,,****,****,****,,8/13/2024 0:59,1,0,1,1,0,,no,WH00000,no,,TXN008974,no
SO131504,OO131504,Waybill8171,PN20393,multiple SKU & single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/11/2024 1:05,,,8/11/2024 1:05,,12345678,Seller A,shipped,,****,****,****,,8/13/2024 0:59,2,0,2,1,0,,no,WH00000,no,,TXN008963,no
SO131505,OO131505,Waybill8172,PN20394,multiple SKU & single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/11/2024 0:54,,,8/11/2024 0:54,,12345678,Seller A,Preprocessing Completed,,****,****,****,,8/13/2024 0:59,2,0,2,1,0,,no,WH00000,no,,TXN013733,no
SO131506,OO131506,Waybill8173,PN20395,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/8/2024 21:21,,,8/8/2024 21:21,,12345678,Seller A,Preprocessing Completed,,****,****,****,8/9/2024 12:34,8/11/2024 0:59,1,1,1,1,1,800,no,WH00000,no,,TXN013715,no
SO131507,OO131507,Waybill8174,PN20396,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/8/2024 21:20,,,8/8/2024 21:20,,12345678,Seller A,shipped,,****,****,****,8/9/2024 15:46,8/11/2024 0:59,1,1,1,1,1,1100,no,WH00000,no,,TXN009213,no
SO131508,OO131508,Waybill8175,PN20397,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/8/2024 21:18,,,8/8/2024 21:18,,12345678,Seller A,shipped,,****,****,****,8/9/2024 15:40,8/11/2024 0:59,1,1,1,1,1,1100,no,WH00000,no,,TXN009212,no
SO131509,OO131509,Waybill8176,PN20398,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/8/2024 21:18,,,8/8/2024 21:18,,12345678,Seller A,shipped,,****,****,****,8/9/2024 16:44,8/11/2024 0:59,1,1,1,1,1,302,no,WH00000,no,,TXN009209,no
SO131510,OO131510,Waybill8177,PN20399,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/8/2024 21:18,,,8/8/2024 21:18,,12345678,Seller A,shipped,,****,****,****,8/9/2024 15:09,8/11/2024 0:59,1,1,1,1,1,1100,no,WH00000,no,,TXN009170,no
SO131511,OO131511,Waybill8178,PN20400,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/8/2024 21:17,,,8/8/2024 21:17,,12345678,Seller A,shipped,,****,****,****,8/9/2024 18:04,8/11/2024 0:59,1,1,1,1,1,350,no,WH00000,no,,TXN009157,no
SO131512,OO131512,Waybill8179,PN20401,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/8/2024 21:16,,,8/8/2024 21:16,,12345678,Seller A,shipped,,****,****,****,8/9/2024 15:11,8/11/2024 0:59,1,1,1,1,1,1100,no,WH00000,no,,TXN009150,no
SO131513,OO131513,Waybill8180,PN20402,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/8/2024 21:16,,,8/8/2024 21:16,,12345678,Seller A,shipped,,****,****,****,8/9/2024 16:57,8/11/2024 0:59,1,1,1,1,1,1164,no,WH00000,no,,TXN009146,no
SO131514,OO131514,Waybill8181,PN20403,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/8/2024 21:12,,,8/8/2024 21:12,,12345678,Seller A,shipped,,****,****,****,8/9/2024 15:09,8/11/2024 0:59,1,1,1,1,1,1100,no,WH00000,no,,TXN000770,no
SO131515,OO131515,Waybill8182,PN20404,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/8/2024 21:10,,,8/8/2024 21:10,,12345678,Seller A,shipped,,****,****,****,8/9/2024 18:26,8/11/2024 0:59,1,1,1,1,1,600,no,WH00000,no,,TXN000758,no
SO131516,OO131516,Waybill8183,PN20405,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/8/2024 21:09,,,8/8/2024 21:09,,12345678,Seller A,shipped,,****,****,****,8/9/2024 15:20,8/11/2024 0:59,1,1,1,1,1,400,no,WH00000,no,,TXN000748,no
SO131517,OO131517,Waybill8184,PN20406,multiple SKU & single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/5/2024 16:37,,,8/5/2024 16:37,,12345678,Seller A,shipped,,****,****,****,8/6/2024 15:27,8/7/2024 0:59,2,2,2,1,1,1350,no,WH00000,no,,TXN000744,no
SO131518,OO131518,Waybill8185,PN20407,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/5/2024 16:31,,,8/5/2024 16:31,,12345678,Seller A,shipped,,****,****,****,8/6/2024 13:26,8/7/2024 0:59,1,1,1,1,1,300,no,WH00000,no,,TXN008995,no
SO131519,OO131519,Waybill8186,PN20408,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/5/2024 16:28,,,8/5/2024 16:28,,12345678,Seller A,shipped,,****,****,****,8/6/2024 15:27,8/7/2024 0:59,1,1,1,1,1,400,no,WH00000,no,,TXN008987,no
SO131520,OO131520,Waybill8187,PN20409,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/5/2024 16:20,,,8/5/2024 16:20,,12345678,Seller A,shipped,,****,****,****,8/6/2024 14:48,8/7/2024 0:59,1,1,1,1,1,600,no,WH00000,no,,TXN008983,no
SO131521,OO131521,Waybill8188,PN20410,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/5/2024 16:18,,,8/5/2024 16:18,,12345678,Seller A,shipped,,****,****,****,8/6/2024 13:55,8/7/2024 0:59,1,1,1,1,1,1100,no,WH00000,no,,TXN008978,no
SO131522,OO131522,Waybill8189,PN20411,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/5/2024 16:17,,,8/5/2024 16:17,,12345678,Seller A,shipped,,****,****,****,8/6/2024 15:57,8/7/2024 0:59,1,1,1,1,1,1100,no,WH00000,no,,TXN008959,no
SO131523,OO131523,Waybill8190,PN20412,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/8/2024 20:51,,,8/8/2024 20:51,,12345678,Seller A,shipped,,****,****,****,8/9/2024 15:46,8/11/2024 0:59,1,1,1,1,1,1100,no,WH00000,no,,TXN008941,no
SO131524,OO131524,Waybill8191,PN20413,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/8/2024 20:46,,,8/8/2024 20:46,,12345678,Seller A,shipped,,****,****,****,8/9/2024 12:26,8/11/2024 0:59,1,1,1,1,1,1100,no,WH00000,no,,TXN008936,no
SO131525,OO131525,Waybill8192,PN20414,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/8/2024 20:43,,,8/8/2024 20:43,,12345678,Seller A,Preprocessing Completed,,****,****,****,8/9/2024 15:50,8/11/2024 0:59,1,1,1,1,1,1100,no,WH00000,no,,TXN013738,no
SO131526,OO131526,Waybill8193,PN20415,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/8/2024 20:42,,,8/8/2024 20:42,,12345678,Seller A,Preprocessing Completed,,****,****,****,8/9/2024 15:19,8/11/2024 0:59,1,1,1,1,1,1100,no,WH00000,no,,TXN013729,no
SO131527,OO131527,Waybill8194,PN20416,multiple SKU & single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/8/2024 20:39,,,8/8/2024 20:39,,12345678,Seller A,Preprocessing Completed,,****,****,****,8/9/2024 15:13,8/11/2024 0:59,2,2,2,1,1,1600,no,WH00000,no,,TXN013726,no
SO131528,OO131528,Waybill8195,PN20417,single SKU single item,Cash on Delivery,****,,3PV,,no,,,no,standard delivery,8/8/2024 20:39,,,8/8/2024 20:39,,12345678,Seller A,Preprocessing Completed,,****,****,****,8/9/2024 15:11,8/11/2024 0:59,1,1,1,1,1,800,no,WH00000,no,,TXN013723,no
